"Edible","CapShape","CapSurface","CapColor","Odor","Height"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Gray","Creosote","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Smooth","Gray","Creosote","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Fibrous","Pink","Creosote","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Convex","Smooth","Pink","Creosote","Tall"
"Poisonous","Convex","Fibrous","Gray","Creosote","Tall"
"Edible","Flat","Scaly","Red","None","Tall"
"Poisonous","Convex","Fibrous","Gray","Creosote","Tall"
"Poisonous","Convex","Smooth","Gray","Creosote","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Edible","Flat","Scaly","Brown","None","Short"
"Poisonous","Convex","Fibrous","Gray","Creosote","Tall"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Convex","Smooth","White","Creosote","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Fibrous","White","Creosote","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","White","Creosote","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Flat","Scaly","Red","None","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Smooth","Pink","Creosote","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Convex","Fibrous","Pink","Creosote","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Smooth","Pink","Creosote","Tall"
"Poisonous","Convex","Fibrous","Gray","Creosote","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Tall"
"Poisonous","Convex","Smooth","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Smooth","White","Creosote","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Smooth","Pink","Creosote","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Smooth","White","Creosote","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Pink","Creosote","Tall"
"Poisonous","Flat","Smooth","White","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Convex","Scaly","Buff","None","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Gray","Creosote","Tall"
"Poisonous","Convex","Fibrous","Gray","Creosote","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Smooth","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Red","None","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Red","Fishy","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Smooth","Gray","Creosote","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Smooth","Buff","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Smooth","White","Creosote","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Smooth","White","Creosote","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Poisonous","Convex","Fibrous","White","Creosote","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Pink","Creosote","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Gray","Creosote","Short"
"Poisonous","Convex","Smooth","Pink","Creosote","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Edible","Flat","Scaly","Purple","None","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","White","Creosote","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Red","Fishy","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Convex","Scaly","Brown","Foul","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Bell","Smooth","Buff","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Flat","Scaly","Brown","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Smooth","Gray","Creosote","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Smooth","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Tall"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Cinnamon","None","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Smooth","Buff","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Smooth","Buff","Foul","Short"
"Edible","Flat","Fibrous","Red","None","Tall"
"Poisonous","Convex","Scaly","Brown","Fishy","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Creosote","Short"
"Poisonous","Convex","Fibrous","Pink","Creosote","Short"
"Poisonous","Convex","Scaly","Brown","Fishy","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Smooth","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Smooth","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Smooth","White","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Smooth","White","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Smooth","Buff","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Pink","Creosote","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Edible","Knobbed","Scaly","Brown","None","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Edible","Flat","Smooth","Pink","None","Tall"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Knobbed","Smooth","Pink","None","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Edible","Convex","Scaly","Green","None","Short"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Brown","Spicy","Short"
"Poisonous","Flat","Scaly","Yellow","Foul","Tall"
"Poisonous","Knobbed","Scaly","Brown","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Convex","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Short"
"Poisonous","Flat","Smooth","Buff","Foul","Short"
"Poisonous","Convex","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
"Poisonous","Flat","Fibrous","Gray","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Tall"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Gray","Foul","Short"
"Edible","Convex","Smooth","Red","None","Short"
"Poisonous","Flat","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Fibrous","Yellow","Foul","Short"
"Poisonous","Flat","Scaly","Gray","Foul","Tall"
"Poisonous","Convex","Scaly","Yellow","Foul","Tall"
